customer_id,age,income,member_seniority,recency,frequency,monetary,view_rate,completion_rate,response_score,cluster,segment
cust_01769_95400,39,53000.0,1057,693,5,70.34,1.0,1.0,1.0,5,Low Income  – Non-Promo Inactive
cust_01771_75592,50,40000.0,289,611,5,49.19,1.0,0.6666666666666666,0.8,2,Mid Income  – Highly Active (Info Preference)
cust_01772_42133,60,107000.0,754,621,6,71.14,1.0,1.0,1.0,1,Low Income  – Non-Active
cust_01774_70902,69,76000.0,1767,592,6,67.85,1.0,0.4,0.64,2,Mid Income  – Highly Active (Info Preference)
cust_01775_73201,40,57000.0,498,706,9,108.87,0.5,0.25,0.35,4,High Income – Promo Active (BOGO + Disc)
cust_01776_59827,79,94000.0,1314,708,13,197.63,0.3333333333333333,0.3333333333333333,0.3333333333333333,2,Mid Income  – Highly Active (Info Preference)
cust_01777_15961,49,97000.0,1747,583,15,221.65,1.0,0.6,0.76,1,Low Income  – Non-Active
cust_01779_26118,53,103000.0,1459,581,8,98.27,1.0,0.25,0.55,2,Mid Income  – Highly Active (Info Preference)
cust_01780_90012,41,64000.0,80,651,8,118.49000000000001,1.0,1.0,1.0,2,Mid Income  – Highly Active (Info Preference)
cust_01781_99404,18,74000.0,1331,695,10,110.44,0.25,0.25,0.25,0,High Income – Active (Disc Preference)
cust_01782_42234,69,78000.0,1459,693,6,81.36,0.75,0.75,0.75,1,Low Income  – Non-Active
cust_01783_70266,66,86000.0,1886,621,8,98.26,1.0,0.0,0.4,4,High Income – Promo Active (BOGO + Disc)
cust_01784_89794,49,65000.0,513,710,4,22.21,0.5,0.0,0.2,0,High Income – Active (Disc Preference)
cust_01785_32745,55,66000.0,788,504,6,49.97,0.6,0.4,0.48,0,High Income – Active (Disc Preference)
cust_01786_20636,62,53000.0,1732,505,6,68.47,0.3333333333333333,0.0,0.13333333333333333,0,High Income – Active (Disc Preference)
cust_01788_98029,27,71000.0,659,602,7,72.91,0.0,0.0,0.0,4,High Income – Promo Active (BOGO + Disc)
cust_01789_56919,45,64000.0,228,630,6,112.4,0.2,0.2,0.2,0,High Income – Active (Disc Preference)
cust_01791_35295,67,92000.0,438,636,9,83.41,1.0,0.6666666666666666,0.8,1,Low Income  – Non-Active
cust_01792_56900,32,61000.0,610,668,6,122.11,0.4,0.2,0.28,0,High Income – Active (Disc Preference)
cust_01793_49738,58,114000.0,1815,616,11,184.54999999999998,0.3333333333333333,0.0,0.13333333333333333,4,High Income – Promo Active (BOGO + Disc)
cust_01794_46799,30,53000.0,649,683,8,55.21,1.0,0.6,0.76,2,Mid Income  – Highly Active (Info Preference)
cust_01796_93681,61,61000.0,760,625,7,89.96000000000001,0.6666666666666666,0.0,0.26666666666666666,0,High Income – Active (Disc Preference)
cust_01797_35397,53,64000.0,493,370,8,81.39,1.0,1.0,1.0,5,Low Income  – Non-Promo Inactive
cust_01798_89032,26,59000.0,1359,713,7,59.019999999999996,0.6,0.4,0.48,5,Low Income  – Non-Promo Inactive
cust_01799_84698,73,88000.0,398,695,8,84.89,0.6666666666666666,0.3333333333333333,0.4666666666666667,2,Mid Income  – Highly Active (Info Preference)
cust_01800_45956,41,88000.0,799,561,10,112.14,0.8,0.4,0.56,2,Mid Income  – Highly Active (Info Preference)
cust_01801_90538,40,63000.0,961,667,5,53.35,0.0,0.0,0.0,4,High Income – Promo Active (BOGO + Disc)
cust_01802_10256,57,79000.0,1229,625,8,87.17,0.75,0.25,0.45000000000000007,2,Mid Income  – Highly Active (Info Preference)
cust_01803_66694,73,82000.0,1641,642,10,77.36,1.0,1.0,1.0,1,Low Income  – Non-Active
cust_01804_99151,36,57000.0,413,579,7,63.71000000000001,0.6,0.2,0.36,5,Low Income  – Non-Promo Inactive
cust_01806_79784,55,73000.0,1492,658,6,40.13,0.8,0.6,0.68,5,Low Income  – Non-Promo Inactive
cust_01808_13325,61,63000.0,1379,686,4,54.8,0.6666666666666666,0.3333333333333333,0.4666666666666667,5,Low Income  – Non-Promo Inactive
cust_01809_35805,65,44000.0,608,680,6,47.01,0.75,0.5,0.6000000000000001,5,Low Income  – Non-Promo Inactive
cust_01811_66616,56,64000.0,1378,713,4,47.46,1.0,0.5,0.7,2,Mid Income  – Highly Active (Info Preference)
cust_01813_54669,47,59000.0,826,613,4,18.630000000000003,0.0,0.0,0.0,0,High Income – Active (Disc Preference)
cust_01814_41030,39,45000.0,610,700,10,115.78,0.8,0.2,0.44000000000000006,0,High Income – Active (Disc Preference)
cust_01815_68517,55,56000.0,1766,661,8,93.31,0.5,0.0,0.2,4,High Income – Promo Active (BOGO + Disc)
cust_01816_14370,35,52000.0,1764,555,5,71.77000000000001,0.3333333333333333,0.0,0.13333333333333333,0,High Income – Active (Disc Preference)
cust_01818_92075,18,26000.0,1776,713,5,52.599999999999994,0.4,0.0,0.16000000000000003,4,High Income – Promo Active (BOGO + Disc)
cust_01820_59998,61,51000.0,278,651,6,65.95,0.75,0.5,0.6000000000000001,2,Mid Income  – Highly Active (Info Preference)
cust_01821_96471,69,97000.0,940,673,9,110.89999999999999,0.8,0.4,0.56,1,Low Income  – Non-Active
cust_01822_66112,18,32000.0,287,599,10,107.27,1.0,1.0,1.0,2,Mid Income  – Highly Active (Info Preference)
cust_01823_13404,36,91000.0,1496,629,10,104.03,0.5,0.25,0.35,1,Low Income  – Non-Active
cust_01825_18853,64,85000.0,848,565,6,60.55,1.0,0.5,0.7,2,Mid Income  – Highly Active (Info Preference)
cust_01826_43591,88,88000.0,619,583,9,119.7,0.75,0.25,0.45000000000000007,1,Low Income  – Non-Active
cust_01827_68277,54,80000.0,693,686,11,164.4,1.0,0.25,0.55,1,Low Income  – Non-Active
cust_01828_67127,41,67000.0,1158,646,7,60.05,0.8,0.6,0.68,2,Mid Income  – Highly Active (Info Preference)
cust_01829_50788,50,80000.0,655,353,6,57.75,0.6666666666666666,0.3333333333333333,0.4666666666666667,5,Low Income  – Non-Promo Inactive
cust_01830_54944,77,100000.0,830,638,12,156.41,1.0,0.0,0.4,2,Mid Income  – Highly Active (Info Preference)
cust_01831_86865,43,68000.0,745,713,13,142.69,0.0,0.0,0.0,4,High Income – Promo Active (BOGO + Disc)
cust_01832_17157,40,92000.0,1480,489,7,67.12,1.0,0.6,0.76,5,Low Income  – Non-Promo Inactive
cust_01833_93958,45,55000.0,468,583,6,77.45,1.0,0.0,0.4,0,High Income – Active (Disc Preference)
cust_01834_71263,37,81000.0,706,695,5,64.85,0.4,0.0,0.16000000000000003,4,High Income – Promo Active (BOGO + Disc)
cust_01835_84199,56,66000.0,960,713,5,76.92999999999999,0.2,0.2,0.2,0,High Income – Active (Disc Preference)
cust_01836_15530,81,93000.0,582,700,10,90.87,1.0,0.0,0.4,2,Mid Income  – Highly Active (Info Preference)
cust_01837_39232,59,79000.0,317,628,3,52.03,0.6666666666666666,0.3333333333333333,0.4666666666666667,5,Low Income  – Non-Promo Inactive
cust_01838_53452,49,86000.0,1071,639,10,123.50999999999999,0.0,0.0,0.0,4,High Income – Promo Active (BOGO + Disc)
cust_01839_34149,49,83000.0,754,628,11,120.83,1.0,0.6666666666666666,0.8,1,Low Income  – Non-Active
cust_01840_25098,27,57000.0,598,683,4,47.05,0.0,0.0,0.0,4,High Income – Promo Active (BOGO + Disc)
cust_01841_86767,69,91000.0,1309,661,12,149.64000000000001,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,Low Income  – Non-Active
cust_01842_32825,52,70000.0,1534,671,8,112.82,0.6666666666666666,0.3333333333333333,0.4666666666666667,1,Low Income  – Non-Active
cust_01843_54540,50,73000.0,1354,713,11,148.57,0.0,0.0,0.0,4,High Income – Promo Active (BOGO + Disc)
cust_01845_27988,101,109000.0,1663,647,13,138.91,1.0,0.5,0.7,2,Mid Income  – Highly Active (Info Preference)
cust_01846_54352,59,77000.0,537,654,8,64.56,0.0,0.0,0.0,4,High Income – Promo Active (BOGO + Disc)
cust_01847_32460,41,92000.0,614,690,9,130.25,0.8,0.4,0.56,2,Mid Income  – Highly Active (Info Preference)
cust_01848_66848,46,89000.0,263,614,11,68.57000000000001,0.6,0.2,0.36,4,High Income – Promo Active (BOGO + Disc)
cust_01849_34856,73,111000.0,1124,694,9,137.12,1.0,0.75,0.85,1,Low Income  – Non-Active
cust_01850_51674,55,73000.0,629,697,12,150.07,1.0,0.6,0.76,2,Mid Income  – Highly Active (Info Preference)
cust_01851_86981,29,62000.0,273,700,9,81.41,1.0,0.0,0.4,4,High Income – Promo Active (BOGO + Disc)
cust_01852_29472,69,90000.0,147,680,9,188.07,0.0,0.0,0.0,4,High Income – Promo Active (BOGO + Disc)
cust_01853_76619,42,36000.0,1462,597,6,75.45,0.6,0.4,0.48,0,High Income – Active (Disc Preference)
cust_01854_20670,85,84000.0,1096,680,6,92.08,0.6666666666666666,0.6666666666666666,0.6666666666666666,2,Mid Income  – Highly Active (Info Preference)
cust_01855_94550,72,77000.0,828,655,13,191.42,0.75,0.5,0.6000000000000001,1,Low Income  – Non-Active
cust_01856_70852,46,51000.0,877,694,6,79.32,0.6,0.4,0.48,2,Mid Income  – Highly Active (Info Preference)
cust_01857_72096,75,82000.0,271,577,9,117.44,0.5,0.5,0.5,1,Low Income  – Non-Active
cust_01858_86543,55,86000.0,1410,704,9,124.01,1.0,1.0,1.0,1,Low Income  – Non-Active
cust_01859_61891,68,71000.0,1118,578,12,142.69,1.0,0.25,0.55,1,Low Income  – Non-Active
cust_01860_84890,62,77000.0,351,656,8,59.41,0.5,0.0,0.2,0,High Income – Active (Disc Preference)
cust_01861_21013,39,70000.0,1419,680,7,91.91,1.0,0.25,0.55,5,Low Income  – Non-Promo Inactive
cust_01863_91412,43,53000.0,872,690,9,99.94,1.0,0.0,0.4,4,High Income – Promo Active (BOGO + Disc)
cust_01864_51552,71,89000.0,986,697,4,34.34,0.75,0.25,0.45000000000000007,5,Low Income  – Non-Promo Inactive
cust_01865_40643,48,79000.0,863,519,5,55.019999999999996,0.4,0.2,0.28,5,Low Income  – Non-Promo Inactive
cust_01866_77212,47,61000.0,1324,542,7,56.89,0.5,0.0,0.2,4,High Income – Promo Active (BOGO + Disc)
cust_01869_53746,37,53000.0,491,590,4,28.45,0.75,0.0,0.30000000000000004,4,High Income – Promo Active (BOGO + Disc)
cust_01870_45974,61,103000.0,1608,607,10,124.07,1.0,1.0,1.0,2,Mid Income  – Highly Active (Info Preference)
cust_01871_81188,89,85000.0,287,638,5,69.32,1.0,1.0,1.0,1,Low Income  – Non-Active
cust_01872_62928,35,88000.0,339,709,12,229.98,0.6666666666666666,0.0,0.26666666666666666,0,High Income – Active (Disc Preference)
cust_01874_77193,54,80000.0,409,711,5,80.97,0.25,0.25,0.25,0,High Income – Active (Disc Preference)
cust_01875_37508,78,79000.0,281,672,9,96.2,1.0,0.6,0.76,1,Low Income  – Non-Active
cust_01876_82432,52,45000.0,1249,542,6,66.69,0.6666666666666666,0.0,0.26666666666666666,0,High Income – Active (Disc Preference)
cust_01877_34621,61,83000.0,1035,711,7,59.19,1.0,0.0,0.4,0,High Income – Active (Disc Preference)
cust_01878_37470,35,69000.0,101,614,11,113.24,0.0,0.0,0.0,0,High Income – Active (Disc Preference)
cust_01879_26822,61,78000.0,867,699,15,168.29,0.4,0.0,0.16000000000000003,0,High Income – Active (Disc Preference)
cust_01880_96356,50,50000.0,1064,458,6,84.87,0.3333333333333333,0.0,0.13333333333333333,4,High Income – Promo Active (BOGO + Disc)
cust_01881_80464,70,93000.0,728,621,8,78.01,0.5,0.5,0.5,2,Mid Income  – Highly Active (Info Preference)
cust_01882_14221,74,97000.0,601,711,17,294.63,1.0,1.0,1.0,1,Low Income  – Non-Active
cust_01883_89036,98,95000.0,1090,582,8,69.61,0.4,0.4,0.4,2,Mid Income  – Highly Active (Info Preference)
cust_01884_59980,63,68000.0,1668,499,5,61.68,0.5,0.5,0.5,5,Low Income  – Non-Promo Inactive
cust_01885_53101,59,73000.0,1267,480,6,95.85,1.0,1.0,1.0,5,Low Income  – Non-Promo Inactive
cust_01886_22221,57,87000.0,655,705,10,166.51999999999998,1.0,0.5,0.7,2,Mid Income  – Highly Active (Info Preference)
cust_01888_19108,47,93000.0,1469,705,8,124.59,0.6666666666666666,0.0,0.26666666666666666,4,High Income – Promo Active (BOGO + Disc)
cust_01889_40544,59,62000.0,1868,712,5,37.86,1.0,0.5,0.7,5,Low Income  – Non-Promo Inactive
cust_01890_32521,48,73000.0,1090,695,5,57.81,1.0,1.0,1.0,2,Mid Income  – Highly Active (Info Preference)
cust_01891_30582,56,52000.0,1094,645,11,102.07,1.0,0.5,0.7,1,Low Income  – Non-Active
cust_01893_50600,76,98000.0,918,670,17,293.83,1.0,0.8,0.88,2,Mid Income  – Highly Active (Info Preference)
cust_01894_30811,36,46000.0,488,633,3,33.74,1.0,1.0,1.0,5,Low Income  – Non-Promo Inactive
cust_01895_70156,73,75000.0,1598,677,5,78.3,0.5,0.5,0.5,5,Low Income  – Non-Promo Inactive
cust_01897_89278,76,112000.0,948,699,9,193.28,0.6666666666666666,0.0,0.26666666666666666,1,Low Income  – Non-Active
cust_01898_70646,51,54000.0,1301,705,7,86.67,0.0,0.0,0.0,0,High Income – Active (Disc Preference)
cust_01899_94711,18,44000.0,1281,592,3,41.49,0.5,0.5,0.5,5,Low Income  – Non-Promo Inactive
cust_01900_61260,43,43000.0,1532,620,3,46.080000000000005,0.5,0.0,0.2,0,High Income – Active (Disc Preference)
cust_01901_64401,76,84000.0,541,708,8,112.78999999999999,1.0,1.0,1.0,2,Mid Income  – Highly Active (Info Preference)
cust_01902_34044,53,55000.0,460,712,6,69.56,1.0,0.3333333333333333,0.6,5,Low Income  – Non-Promo Inactive
cust_01903_15723,37,59000.0,1293,620,8,158.84,0.0,0.0,0.0,0,High Income – Active (Disc Preference)
cust_01904_97380,45,88000.0,411,709,5,61.94,1.0,1.0,1.0,2,Mid Income  – Highly Active (Info Preference)
cust_01905_38476,68,81000.0,1135,484,6,73.51,0.0,0.0,0.0,4,High Income – Promo Active (BOGO + Disc)
cust_01906_20031,63,70000.0,294,699,12,173.46,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,Low Income  – Non-Active
cust_01907_52731,49,71000.0,1836,701,6,75.83,0.3333333333333333,0.0,0.13333333333333333,4,High Income – Promo Active (BOGO + Disc)
cust_01908_19593,47,73000.0,945,704,6,51.61,1.0,1.0,1.0,2,Mid Income  – Highly Active (Info Preference)
cust_01909_59958,47,70000.0,1377,400,3,52.76,0.5,0.5,0.5,5,Low Income  – Non-Promo Inactive
cust_01910_25031,38,67000.0,518,669,11,162.0,0.75,0.0,0.30000000000000004,4,High Income – Promo Active (BOGO + Disc)
cust_01911_70849,81,78000.0,994,691,6,49.86,1.0,0.0,0.4,4,High Income – Promo Active (BOGO + Disc)
cust_01912_28383,48,65000.0,1560,531,8,115.14,0.5,0.5,0.5,5,Low Income  – Non-Promo Inactive
cust_01913_32359,74,88000.0,372,639,7,140.42,0.6,0.2,0.36,2,Mid Income  – Highly Active (Info Preference)
cust_01914_61229,79,94000.0,1868,676,11,167.32,1.0,0.5,0.7,2,Mid Income  – Highly Active (Info Preference)
cust_01915_98785,70,92000.0,508,642,12,176.6,0.5,0.25,0.35,1,Low Income  – Non-Active
cust_01916_79769,46,89000.0,177,636,6,106.08000000000001,1.0,0.6666666666666666,0.8,2,Mid Income  – Highly Active (Info Preference)
cust_01917_93203,60,69000.0,1091,664,15,183.23000000000002,0.6,0.2,0.36,2,Mid Income  – Highly Active (Info Preference)
cust_01918_50412,53,41000.0,1791,567,12,149.92000000000002,1.0,0.0,0.4,0,High Income – Active (Disc Preference)
cust_01919_59465,38,55000.0,1703,584,7,91.89,0.6666666666666666,0.3333333333333333,0.4666666666666667,0,High Income – Active (Disc Preference)
cust_01920_12102,59,83000.0,1200,699,11,189.79,1.0,1.0,1.0,3,Highest Income – Active (BOGO Preference)
cust_01921_35185,33,66000.0,180,646,12,179.44,0.2,0.2,0.2,4,High Income – Promo Active (BOGO + Disc)
cust_01922_97046,74,83000.0,1039,646,6,122.86,0.5,0.25,0.35,1,Low Income  – Non-Active
cust_01924_52294,46,73000.0,1014,597,8,141.46,1.0,0.25,0.55,5,Low Income  – Non-Promo Inactive
cust_01925_25834,57,92000.0,1228,683,11,211.44,1.0,1.0,1.0,1,Low Income  – Non-Active
cust_01928_70132,58,71000.0,1801,672,7,71.31,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,High Income – Active (Disc Preference)
cust_01929_18825,49,90000.0,319,568,4,41.78,0.8,0.4,0.56,5,Low Income  – Non-Promo Inactive
cust_01930_88494,63,72000.0,149,649,8,156.98000000000002,0.3333333333333333,0.3333333333333333,0.3333333333333333,3,Highest Income – Active (BOGO Preference)
cust_01931_84606,45,41000.0,662,646,3,28.78,0.75,0.5,0.6000000000000001,0,High Income – Active (Disc Preference)
cust_01932_52513,68,63000.0,470,568,4,56.42,0.75,0.75,0.75,2,Mid Income  – Highly Active (Info Preference)
cust_01933_27423,31,22000.0,80,314,5,30.759999999999998,0.0,0.0,0.0,0,High Income – Active (Disc Preference)
cust_01934_51676,56,76000.0,692,683,9,87.97,0.6666666666666666,0.3333333333333333,0.4666666666666667,2,Mid Income  – Highly Active (Info Preference)
cust_01935_68839,86,93000.0,1414,629,10,182.32,1.0,1.0,1.0,2,Mid Income  – Highly Active (Info Preference)
cust_01936_75984,36,64000.0,1636,622,8,107.16,1.0,1.0,1.0,3,Highest Income – Active (BOGO Preference)
cust_01937_50481,42,86000.0,1392,598,14,233.5,0.0,0.0,0.0,4,High Income – Promo Active (BOGO + Disc)
cust_01939_59089,62,62000.0,1403,476,3,36.370000000000005,0.0,0.0,0.0,4,High Income – Promo Active (BOGO + Disc)
cust_01940_88390,57,89000.0,94,692,11,129.22,0.6666666666666666,0.0,0.26666666666666666,4,High Income – Promo Active (BOGO + Disc)
cust_01941_53082,59,76000.0,269,683,10,135.26,1.0,0.25,0.55,1,Low Income  – Non-Active
cust_01942_64380,62,73000.0,1842,667,9,91.66,0.8,0.0,0.32000000000000006,4,High Income – Promo Active (BOGO + Disc)
cust_01943_40016,64,79000.0,529,488,8,144.38,0.5,0.0,0.2,4,High Income – Promo Active (BOGO + Disc)
cust_01944_42550,72,102000.0,1435,697,9,126.28,1.0,0.8,0.88,2,Mid Income  – Highly Active (Info Preference)
cust_01945_89700,60,85000.0,1758,647,7,49.77,0.4,0.2,0.28,4,High Income – Promo Active (BOGO + Disc)
cust_01947_16829,49,89000.0,1472,638,11,148.09,1.0,0.4,0.64,1,Low Income  – Non-Active
cust_01949_81938,65,80000.0,406,670,10,111.56,0.75,0.25,0.45000000000000007,2,Mid Income  – Highly Active (Info Preference)
cust_01950_71220,86,98000.0,1389,650,13,199.61,0.75,0.5,0.6000000000000001,2,Mid Income  – Highly Active (Info Preference)
cust_01951_65576,51,67000.0,589,631,7,69.93,0.3333333333333333,0.3333333333333333,0.3333333333333333,4,High Income – Promo Active (BOGO + Disc)
cust_01952_36398,37,78000.0,1727,713,12,236.47,0.6666666666666666,0.6666666666666666,0.6666666666666666,2,Mid Income  – Highly Active (Info Preference)
cust_01953_57131,72,67000.0,385,663,8,55.22,0.8,0.6,0.68,5,Low Income  – Non-Promo Inactive
cust_01954_66810,51,77000.0,265,710,10,135.55,1.0,0.4,0.64,2,Mid Income  – Highly Active (Info Preference)
cust_01956_66019,18,69000.0,1578,689,10,128.81,0.0,0.0,0.0,0,High Income – Active (Disc Preference)
cust_01957_82463,68,71000.0,941,622,4,44.980000000000004,0.3333333333333333,0.0,0.13333333333333333,4,High Income – Promo Active (BOGO + Disc)
cust_01958_50088,44,62000.0,1611,693,7,76.41,0.0,0.0,0.0,4,High Income – Promo Active (BOGO + Disc)
cust_01959_71506,52,68000.0,1882,290,5,22.92,1.0,0.6666666666666666,0.8,2,Mid Income  – Highly Active (Info Preference)
cust_01960_11682,59,65000.0,1039,536,9,97.49,0.75,0.75,0.75,2,Mid Income  – Highly Active (Info Preference)
cust_01961_61727,57,85000.0,888,578,7,131.32999999999998,1.0,0.6,0.76,1,Low Income  – Non-Active
cust_01962_50345,66,76000.0,1636,713,10,234.88,0.6,0.6,0.6,2,Mid Income  – Highly Active (Info Preference)
cust_01963_60439,46,70000.0,328,543,4,40.24,0.0,0.0,0.0,4,High Income – Promo Active (BOGO + Disc)
cust_01964_67186,62,77000.0,438,656,7,73.21,0.75,0.5,0.6000000000000001,2,Mid Income  – Highly Active (Info Preference)
cust_01965_74044,49,56000.0,1772,563,11,157.57,0.75,0.25,0.45000000000000007,1,Low Income  – Non-Active
cust_01966_95315,66,80000.0,225,258,2,22.39,0.5,0.0,0.2,4,High Income – Promo Active (BOGO + Disc)
cust_01967_57371,64,95000.0,462,649,4,35.18,1.0,0.5,0.7,2,Mid Income  – Highly Active (Info Preference)
cust_01968_97251,38,41000.0,1370,636,6,42.99,0.0,0.0,0.0,4,High Income – Promo Active (BOGO + Disc)
cust_01969_42429,72,89000.0,167,691,11,214.33,1.0,0.0,0.4,2,Mid Income  – Highly Active (Info Preference)
cust_01971_22098,44,50000.0,1726,666,4,26.71,0.0,0.0,0.0,0,High Income – Active (Disc Preference)
cust_01972_77965,67,92000.0,1551,673,8,105.99000000000001,0.6666666666666666,0.3333333333333333,0.4666666666666667,2,Mid Income  – Highly Active (Info Preference)
cust_01973_65950,60,98000.0,1107,453,10,168.44,1.0,0.6666666666666666,0.8,1,Low Income  – Non-Active
cust_01974_86818,85,87000.0,96,510,5,47.01,1.0,0.4,0.64,5,Low Income  – Non-Promo Inactive
cust_01976_55140,50,76000.0,459,694,10,130.03,1.0,0.3333333333333333,0.6,1,Low Income  – Non-Active
cust_01979_64767,48,93000.0,389,660,14,223.65,1.0,1.0,1.0,2,Mid Income  – Highly Active (Info Preference)
cust_01980_66485,53,69000.0,1518,702,9,122.85000000000001,0.5,0.5,0.5,1,Low Income  – Non-Active
cust_01981_75878,48,59000.0,223,698,10,101.81,0.3333333333333333,0.0,0.13333333333333333,4,High Income – Promo Active (BOGO + Disc)
cust_01982_37862,67,91000.0,1359,590,7,90.32,1.0,1.0,1.0,1,Low Income  – Non-Active
cust_01983_63581,26,79000.0,1667,709,9,103.47,0.5,0.25,0.35,0,High Income – Active (Disc Preference)
cust_01984_93418,36,53000.0,1190,629,10,122.46000000000001,0.6,0.2,0.36,4,High Income – Promo Active (BOGO + Disc)
cust_01985_13888,35,69000.0,513,611,4,33.88,0.8,0.2,0.44000000000000006,5,Low Income  – Non-Promo Inactive
cust_01987_10947,70,92000.0,269,658,7,79.06,1.0,0.0,0.4,0,High Income – Active (Disc Preference)
cust_01988_10951,83,92000.0,331,661,8,147.54,1.0,0.5,0.7,1,Low Income  – Non-Active
cust_01989_44843,52,63000.0,1131,681,5,72.07,0.6,0.2,0.36,5,Low Income  – Non-Promo Inactive
cust_01990_99372,51,84000.0,218,630,9,124.3,1.0,0.75,0.85,3,Highest Income – Active (BOGO Preference)
cust_01991_41404,55,69000.0,1161,670,7,75.27,0.6,0.4,0.48,2,Mid Income  – Highly Active (Info Preference)
cust_01992_53287,73,87000.0,108,396,4,72.4,0.0,0.0,0.0,4,High Income – Promo Active (BOGO + Disc)
cust_01993_62665,38,76000.0,111,643,7,63.56999999999999,1.0,0.6,0.76,2,Mid Income  – Highly Active (Info Preference)
cust_01994_79550,58,90000.0,221,648,8,135.65,1.0,0.5,0.7,2,Mid Income  – Highly Active (Info Preference)
cust_01995_42576,70,73000.0,1044,597,6,49.599999999999994,1.0,0.5,0.7,2,Mid Income  – Highly Active (Info Preference)
cust_01996_96537,62,63000.0,226,668,5,36.61,0.8,0.2,0.44000000000000006,3,Highest Income – Active (BOGO Preference)
cust_01998_15997,57,69000.0,898,681,8,74.19,1.0,0.0,0.4,0,High Income – Active (Disc Preference)
cust_01999_62450,71,73000.0,1177,593,9,117.24000000000001,1.0,0.5,0.7,2,Mid Income  – Highly Active (Info Preference)
cust_02000_66087,18,29000.0,458,713,5,38.12,0.0,0.0,0.0,0,High Income – Active (Disc Preference)
cust_02001_23166,65,82000.0,1491,712,14,218.48,1.0,0.25,0.55,1,Low Income  – Non-Active
cust_02002_28764,42,70000.0,1825,592,12,102.53,1.0,0.0,0.4,0,High Income – Active (Disc Preference)
cust_02003_26759,22,30000.0,186,489,3,38.56,0.6666666666666666,0.3333333333333333,0.4666666666666667,5,Low Income  – Non-Promo Inactive
cust_02004_98219,62,46000.0,1654,696,5,60.13,1.0,0.0,0.4,3,Highest Income – Active (BOGO Preference)
cust_02005_73198,77,93000.0,1457,560,17,298.29,0.5,0.0,0.2,1,Low Income  – Non-Active
cust_02006_32338,51,84000.0,425,677,13,234.04,1.0,0.2,0.52,2,Mid Income  – Highly Active (Info Preference)
cust_02007_13830,70,91000.0,1105,568,5,105.35,1.0,0.75,0.85,2,Mid Income  – Highly Active (Info Preference)
cust_02008_46747,81,57000.0,1638,639,7,73.49000000000001,0.6666666666666666,0.0,0.26666666666666666,4,High Income – Promo Active (BOGO + Disc)
cust_02009_97225,76,90000.0,405,621,6,88.43,0.0,0.0,0.0,4,High Income – Promo Active (BOGO + Disc)
cust_02011_53620,81,91000.0,572,702,6,46.68,0.8,0.4,0.56,2,Mid Income  – Highly Active (Info Preference)
cust_02012_54987,66,59000.0,383,595,5,68.71,0.5,0.5,0.5,0,High Income – Active (Disc Preference)
cust_02013_60023,55,89000.0,1413,602,7,83.52,0.3333333333333333,0.0,0.13333333333333333,0,High Income – Active (Disc Preference)
cust_02014_39301,26,52000.0,1662,493,5,77.89,0.0,0.0,0.0,4,High Income – Promo Active (BOGO + Disc)
cust_02015_21683,49,83000.0,717,556,5,59.019999999999996,0.6666666666666666,0.6666666666666666,0.6666666666666666,2,Mid Income  – Highly Active (Info Preference)
cust_02017_59832,39,97000.0,1764,591,9,91.88,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,Low Income  – Non-Active
cust_02018_87340,90,107000.0,1143,664,12,155.53,0.3333333333333333,0.0,0.13333333333333333,0,High Income – Active (Disc Preference)
cust_02019_99037,51,69000.0,531,697,3,51.32,1.0,1.0,1.0,5,Low Income  – Non-Promo Inactive
cust_02020_88855,56,103000.0,1243,610,7,94.77,0.75,0.25,0.45000000000000007,1,Low Income  – Non-Active
cust_02021_28966,63,79000.0,1442,629,11,135.9,1.0,0.6666666666666666,0.8,1,Low Income  – Non-Active
cust_02022_75514,54,67000.0,151,498,7,97.66,1.0,0.8,0.88,5,Low Income  – Non-Promo Inactive
cust_02023_14501,82,114000.0,480,700,13,203.53,1.0,1.0,1.0,1,Low Income  – Non-Active
cust_02024_26182,43,47000.0,1449,615,9,102.92,0.0,0.0,0.0,0,High Income – Active (Disc Preference)
cust_02025_74883,57,65000.0,1770,672,9,107.18,0.75,0.25,0.45000000000000007,2,Mid Income  – Highly Active (Info Preference)
cust_02026_53665,41,85000.0,1430,697,13,243.34,0.75,0.75,0.75,2,Mid Income  – Highly Active (Info Preference)
cust_02027_16889,31,30000.0,136,672,4,33.08,0.8,0.6,0.68,5,Low Income  – Non-Promo Inactive
cust_02028_73898,43,79000.0,1564,615,3,33.43,0.5,0.25,0.35,5,Low Income  – Non-Promo Inactive
cust_02029_12826,53,41000.0,502,684,9,113.45,0.0,0.0,0.0,4,High Income – Promo Active (BOGO + Disc)
cust_02030_72052,46,53000.0,1311,650,4,53.58,0.5,0.0,0.2,0,High Income – Active (Disc Preference)
cust_02031_47010,42,77000.0,137,560,4,66.54,1.0,1.0,1.0,5,Low Income  – Non-Promo Inactive
cust_02032_81828,30,58000.0,242,694,8,106.05,0.5,0.5,0.5,5,Low Income  – Non-Promo Inactive
cust_02033_17094,52,51000.0,953,597,7,66.08,1.0,0.0,0.4,0,High Income – Active (Disc Preference)
